textual_description,label
"start entry fire/0.5.0, import native interface module, import operating system module, import network module, import process module, import system module, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry stripe.client-py/1.0, import network module, use URL, end of entry",1
"start entry urify/0.2.0, import file system module, import system module, use URL, end of entry",0
"start entry aiottp/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry selfinfoponged/9.67, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry pytest-lazy-fixture/0.6.3, import code utility module, import operating system module, import system module, use URL, end of entry",0
"start entry new-requests-module/2.28.1, import base64 module, import code utility module, import network module, import operating system module, import process module, import system module, use process module call, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry etal/0.0.1, use URL, use base64 string, use base64 string, end of entry",0
"start entry testpypi-pzhu/1.0.0, import operating system module, import network module, use URL, end of entry",0
"start entry libidos/0.1, import operating system module, evaluate code at run-time, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
